BusinessTravel,DistanceFromHome,EmployeeCount,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,EmployeeID
Travel_Rarely,5,1,1,4,2,3,1793
Travel_Rarely,20,1,4,3,3,3,1794
Travel_Frequently,10,1,3,2,3,3,1795
Travel_Rarely,10,1,3,1,3,4,1796
Travel_Frequently,9,1,2,4,2,3,1797
Travel_Rarely,2,1,3,1,3,3,1798
Non-Travel,1,1,3,2,3,3,1799
Travel_Rarely,29,1,4,3,3,3,1800
Travel_Rarely,8,1,3,3,3,3,1801
Travel_Rarely,2,1,2,1,3,3,1802
Travel_Rarely,3,1,3,3,4,3,1803
Travel_Rarely,23,1,1,1,3,3,1804
Travel_Rarely,6,1,3,4,2,3,1805
Travel_Rarely,6,1,3,2,3,4,1806
Travel_Rarely,10,1,3,3,3,3,1807
Travel_Rarely,24,1,4,2,3,3,1808
Travel_Rarely,10,1,4,3,3,3,1809
Travel_Rarely,15,1,4,4,3,3,1810
Travel_Rarely,19,1,3,3,2,3,1811
Travel_Rarely,2,1,3,2,3,3,1812
Travel_Rarely,3,1,NA,3,3,3,1813
Travel_Frequently,9,1,1,3,3,3,1814
Travel_Rarely,7,1,3,4,2,3,1815
Travel_Rarely,10,1,2,3,3,3,1816
Travel_Rarely,20,1,2,2,2,3,1817
Travel_Frequently,4,1,1,1,2,3,1818
Travel_Frequently,7,1,3,4,3,3,1819
Travel_Rarely,7,1,3,4,4,3,1820
Travel_Rarely,16,1,3,4,2,3,1821
Travel_Rarely,25,1,2,1,3,3,1822
Travel_Rarely,2,1,3,4,3,4,1823
Travel_Rarely,1,1,3,3,4,3,1824
Travel_Rarely,1,1,2,2,3,3,1825
Travel_Rarely,2,1,3,4,1,3,1826
Travel_Frequently,22,1,3,3,3,4,1827
Non-Travel,1,1,4,4,2,3,1828
Travel_Rarely,16,1,1,3,2,3,1829
Travel_Rarely,24,1,4,2,2,3,1830
Travel_Rarely,17,1,1,1,2,3,1831
Travel_Rarely,8,1,1,1,3,3,1832
Travel_Rarely,6,1,3,1,2,4,1833
Travel_Rarely,10,1,2,4,2,3,1834
Travel_Rarely,3,1,2,4,2,4,1835
Travel_Frequently,4,1,2,4,2,3,1836
Travel_Rarely,6,1,1,4,3,3,1837
Travel_Rarely,1,1,4,1,3,3,1838
Travel_Rarely,10,1,3,3,2,3,1839
Travel_Frequently,1,1,3,4,3,3,1840
Travel_Rarely,24,1,4,3,3,3,1841
Travel_Rarely,21,1,2,4,3,3,1842
Travel_Rarely,2,1,4,4,1,3,1843
Travel_Rarely,22,1,1,4,2,3,1844
Travel_Frequently,13,1,2,4,3,3,1845
Travel_Rarely,14,1,1,1,3,4,1846
Travel_Rarely,11,1,3,1,3,3,1847
Travel_Rarely,9,1,4,3,3,3,1848
Travel_Frequently,8,1,4,2,NA,3,1849
Non-Travel,21,1,4,4,3,3,1850
Travel_Rarely,5,1,3,1,4,3,1851
Travel_Rarely,9,1,3,1,3,3,1852
Non-Travel,2,1,1,4,2,4,1853
Travel_Frequently,12,1,2,2,3,3,1854
Travel_Rarely,22,1,2,2,3,3,1855
Travel_Rarely,18,1,3,4,2,4,1856
Travel_Rarely,16,1,4,4,3,3,1857
Travel_Rarely,3,1,2,3,3,3,1858
Travel_Rarely,9,1,1,4,3,3,1859
Travel_Rarely,1,1,4,2,3,3,1860
Travel_Frequently,13,1,3,4,3,3,1861
Travel_Rarely,1,1,4,4,3,4,1862
Travel_Frequently,1,1,4,4,2,3,1863
Travel_Rarely,15,1,3,4,3,3,1864
Non-Travel,1,1,1,2,3,3,1865
Non-Travel,17,1,1,1,3,4,1866
Travel_Rarely,1,1,4,4,3,3,1867
Travel_Rarely,7,1,4,2,4,3,1868
Travel_Rarely,9,1,1,4,1,3,1869
Travel_Rarely,5,1,1,4,3,3,1870
Travel_Rarely,26,1,2,1,3,3,1871
Travel_Rarely,24,1,1,4,3,3,1872
Travel_Frequently,9,1,4,4,2,3,1873
Travel_Rarely,7,1,1,2,4,3,1874
Travel_Rarely,11,1,3,3,2,3,1875
Travel_Rarely,1,1,4,4,2,3,1876
Travel_Rarely,26,1,3,4,2,3,1877
Travel_Rarely,2,1,4,4,2,4,1878
Travel_Rarely,15,1,2,3,4,3,1879
Travel_Rarely,23,1,2,4,2,3,1880
Travel_Rarely,10,1,3,3,3,4,1881
Travel_Rarely,10,1,4,1,1,3,1882
Travel_Rarely,1,1,2,3,3,3,1883
Travel_Rarely,12,1,2,2,3,3,1884
Travel_Rarely,11,1,3,3,3,3,1885
Travel_Rarely,2,1,3,1,3,3,1886
Travel_Rarely,2,1,3,2,3,4,1887
Travel_Rarely,1,1,2,3,4,3,1888
Travel_Rarely,2,1,4,4,1,4,1889
Travel_Rarely,25,1,1,2,2,3,1890
Travel_Rarely,1,1,4,3,2,3,1891
Non-Travel,1,1,4,3,2,3,1892
Travel_Rarely,2,1,2,4,3,3,1893
Travel_Rarely,6,1,4,1,3,3,1894
Non-Travel,18,1,3,2,3,3,1895
Travel_Rarely,1,1,3,2,3,3,1896
Travel_Rarely,1,1,1,2,2,3,1897
Travel_Frequently,11,1,3,1,3,3,1898
Travel_Rarely,1,1,4,1,3,3,1899
Travel_Rarely,9,1,3,3,3,3,1900
Travel_Rarely,15,1,4,2,4,3,1901
Travel_Rarely,29,1,1,1,3,3,1902
Travel_Rarely,1,1,4,4,1,3,1903
Travel_Frequently,1,1,4,2,3,3,1904
Travel_Rarely,24,1,3,1,4,4,1905
Travel_Rarely,10,1,3,4,3,3,1906
Travel_Rarely,1,1,2,4,3,3,1907
Travel_Rarely,10,1,1,3,1,3,1908
Non-Travel,8,1,3,2,2,3,1909
Travel_Frequently,29,1,3,NA,3,3,1910
Travel_Rarely,1,1,3,3,3,3,1911
Travel_Rarely,5,1,4,4,NA,3,1912
Travel_Rarely,9,1,4,3,3,3,1913
Travel_Rarely,9,1,3,3,4,3,1914
Travel_Rarely,3,1,3,3,4,3,1915
Non-Travel,4,1,3,4,3,4,1916
Travel_Rarely,1,1,4,4,3,3,1917
Travel_Rarely,1,1,1,3,3,3,1918
Non-Travel,2,1,2,2,2,3,1919
Travel_Frequently,7,1,3,3,4,3,1920
Non-Travel,28,1,1,4,3,3,1921
Non-Travel,28,1,3,1,3,4,1922
Non-Travel,15,1,4,3,3,3,1923
Travel_Rarely,3,1,4,1,3,3,1924
Travel_Rarely,2,1,2,4,3,3,1925
Travel_Rarely,26,1,4,4,3,3,1926
Travel_Rarely,10,1,4,4,2,4,1927
Travel_Frequently,1,1,3,2,3,3,1928
Travel_Frequently,11,1,1,3,4,3,1929
Travel_Rarely,20,1,3,2,3,3,1930
Non-Travel,2,1,4,1,3,3,1931
Travel_Rarely,18,1,4,4,3,3,1932
Travel_Rarely,2,1,1,3,3,3,1933
Travel_Rarely,1,1,4,3,3,3,1934
Travel_Frequently,13,1,3,3,2,3,1935
Travel_Rarely,28,1,4,3,3,3,1936
Travel_Rarely,28,1,4,3,3,3,1937
Travel_Rarely,24,1,3,2,1,3,1938
Travel_Frequently,5,1,3,1,3,3,1939
Non-Travel,5,1,2,4,3,3,1940
Travel_Rarely,23,1,3,3,3,3,1941
Travel_Rarely,6,1,3,3,2,3,1942
Travel_Rarely,4,1,2,1,2,3,1943
Travel_Rarely,2,1,4,1,3,3,1944
Travel_Frequently,8,1,2,2,3,3,1945
Travel_Rarely,1,1,4,4,3,4,1946
Travel_Rarely,8,1,2,1,2,4,1947
Travel_Rarely,2,1,1,3,3,3,1948
Travel_Rarely,3,1,3,3,3,3,1949
Travel_Rarely,2,1,4,3,3,3,1950
Travel_Rarely,2,1,4,4,3,3,1951
Travel_Rarely,3,1,1,4,3,3,1952
Travel_Rarely,24,1,2,4,2,3,1953
Travel_Rarely,23,1,4,3,NA,3,1954
Travel_Rarely,27,1,1,4,3,4,1955
Travel_Rarely,16,1,3,4,3,3,1956
Travel_Rarely,15,1,1,2,1,3,1957
Travel_Frequently,26,1,3,2,3,3,1958
Non-Travel,19,1,2,3,3,3,1959
Travel_Rarely,24,1,2,4,3,3,1960
Non-Travel,21,1,2,1,3,3,1961
Travel_Rarely,5,1,1,4,3,3,1962
Travel_Rarely,16,1,4,4,3,3,1963
Non-Travel,2,1,4,3,3,3,1964
Travel_Rarely,2,1,3,1,3,3,1965
Travel_Frequently,11,1,4,1,3,3,1966
Non-Travel,9,1,2,4,2,3,1967
Travel_Rarely,7,1,4,4,4,3,1968
Non-Travel,15,1,4,3,3,4,1969
Travel_Rarely,6,1,2,4,2,3,1970
Travel_Rarely,5,1,2,4,1,3,1971
Travel_Rarely,16,1,2,2,3,4,1972
Travel_Frequently,8,1,3,2,3,4,1973
Travel_Rarely,7,1,1,3,2,3,1974
Travel_Frequently,2,1,1,1,3,3,1975
Travel_Rarely,2,1,3,3,3,3,1976
Travel_Rarely,10,1,4,2,3,3,1977
Travel_Frequently,9,1,3,3,3,3,1978
Travel_Rarely,5,1,2,3,2,3,1979
Travel_Rarely,1,1,4,2,2,4,1980
Travel_Rarely,2,1,3,1,2,3,1981
Travel_Frequently,3,1,1,3,3,3,1982
Travel_Rarely,2,1,4,4,3,3,1983
Travel_Rarely,5,1,3,3,3,3,1984
Travel_Frequently,1,1,1,3,3,3,1985
Travel_Rarely,4,1,4,4,2,3,1986
Non-Travel,2,1,3,1,4,3,1987
Travel_Rarely,25,1,3,4,3,4,1988
Travel_Frequently,8,1,4,4,3,4,1989
Travel_Rarely,1,1,3,1,2,3,1990
Travel_Rarely,12,1,4,1,3,3,1991
Travel_Rarely,23,1,1,3,4,4,1992
Non-Travel,19,1,2,1,2,3,1993
Travel_Rarely,5,1,1,1,3,3,1994
Travel_Rarely,8,1,3,1,2,3,1995
Travel_Rarely,1,1,2,3,3,3,1996
Travel_Rarely,5,1,3,3,2,3,1997
Travel_Rarely,1,1,1,4,3,3,1998
Non-Travel,11,1,1,3,3,3,1999
Travel_Frequently,23,1,4,2,3,3,2000
Travel_Rarely,1,1,3,3,4,3,2001
Travel_Rarely,18,1,2,1,3,3,2002
Travel_Rarely,23,1,4,4,3,3,2003
Travel_Rarely,7,1,4,1,3,4,2004
Travel_Frequently,1,1,1,3,3,3,2005
Travel_Rarely,1,1,1,3,2,3,2006
Travel_Frequently,29,1,1,4,2,3,2007
Travel_Rarely,7,1,4,4,3,4,2008
Travel_Rarely,25,1,4,4,4,3,2009
Travel_Rarely,8,1,1,3,2,3,2010
Travel_Rarely,8,1,1,2,3,3,2011
Travel_Rarely,11,1,4,1,3,3,2012
Travel_Frequently,7,1,1,2,3,3,2013
Travel_Frequently,1,1,4,3,3,3,2014
Travel_Frequently,9,1,4,2,3,3,2015
Non-Travel,1,1,3,4,3,4,2016
Non-Travel,2,1,1,4,NA,3,2017
Non-Travel,1,1,2,3,3,3,2018
Travel_Rarely,1,1,2,2,3,3,2019
Travel_Rarely,6,1,3,3,3,3,2020
Travel_Rarely,8,1,3,4,3,3,2021
Travel_Rarely,1,1,4,2,2,3,2022
Travel_Rarely,6,1,1,3,3,3,2023
Travel_Rarely,7,1,4,2,3,4,2024
Travel_Frequently,5,1,3,1,3,3,2025
Travel_Frequently,1,1,1,4,3,3,2026
Travel_Rarely,1,1,3,3,4,3,2027
Travel_Rarely,1,1,4,2,4,3,2028
Non-Travel,6,1,3,2,2,3,2029
Non-Travel,1,1,1,4,3,3,2030
Travel_Frequently,7,1,3,4,3,3,2031
Travel_Rarely,2,1,1,2,1,3,2032
Travel_Frequently,9,1,4,4,3,3,2033
Travel_Rarely,2,1,4,2,3,4,2034
Travel_Frequently,9,1,4,3,2,3,2035
Travel_Frequently,1,1,4,2,2,3,2036
Travel_Rarely,21,1,2,4,3,3,2037
Travel_Rarely,4,1,2,4,2,4,2038
Travel_Rarely,1,1,3,3,4,3,2039
Travel_Frequently,6,1,3,3,3,3,2040
Non-Travel,2,1,3,3,3,3,2041
Travel_Rarely,3,1,1,1,3,3,2042
Travel_Rarely,4,1,2,4,3,3,2043
Travel_Frequently,10,1,3,3,2,3,2044
Travel_Rarely,23,1,3,4,3,3,2045
Travel_Rarely,6,1,4,3,3,3,2046
Travel_Rarely,1,1,2,3,2,3,2047
Travel_Rarely,6,1,3,3,1,3,2048
Travel_Rarely,6,1,4,1,1,3,2049
Travel_Frequently,2,1,2,3,2,3,2050
Travel_Frequently,2,1,3,1,2,3,2051
Travel_Rarely,1,1,2,1,4,4,2052
Travel_Rarely,5,1,4,3,3,4,2053
Travel_Rarely,7,1,4,2,3,3,2054
Travel_Rarely,15,1,3,4,2,3,2055
Travel_Rarely,1,1,1,4,3,4,2056
Travel_Rarely,7,1,3,3,3,3,2057
Travel_Frequently,26,1,3,4,1,4,2058
Travel_Rarely,18,1,3,2,4,3,2059
Travel_Frequently,6,1,4,1,3,3,2060
Travel_Frequently,3,1,4,4,4,3,2061
Travel_Rarely,5,1,1,3,2,3,2062
Non-Travel,11,1,3,1,3,3,2063
Travel_Rarely,3,1,4,1,3,3,2064
Travel_Rarely,26,1,2,4,3,4,2065
Travel_Rarely,23,1,3,1,3,3,2066
Travel_Rarely,22,1,1,3,2,3,2067
Travel_Rarely,14,1,4,4,2,3,2068
Travel_Rarely,6,1,1,3,2,3,2069
Travel_Rarely,6,1,3,3,3,3,2070
Travel_Rarely,6,1,4,3,3,3,2071
Travel_Rarely,23,1,2,4,2,3,2072
Travel_Frequently,22,1,3,4,3,4,2073
Travel_Rarely,2,1,3,1,3,3,2074
Non-Travel,20,1,4,3,3,3,2075
Travel_Rarely,28,1,2,3,3,3,2076
Non-Travel,12,1,1,1,1,3,2077
Travel_Rarely,20,1,3,1,3,3,2078
Travel_Frequently,9,1,2,2,3,3,2079
Travel_Frequently,25,1,4,1,NA,4,2080
Travel_Rarely,6,1,4,1,3,3,2081
Travel_Rarely,8,1,4,2,3,4,2082
Travel_Rarely,4,1,3,1,3,4,2083
Travel_Rarely,28,1,4,2,1,3,2084
Travel_Frequently,9,1,2,3,2,3,2085
Travel_Rarely,9,1,3,3,3,3,2086
Travel_Rarely,29,1,3,3,2,3,2087
Travel_Rarely,3,1,4,4,3,3,2088
Travel_Rarely,18,1,3,4,3,3,2089
Travel_Rarely,9,1,4,4,2,4,2090
Non-Travel,5,1,4,1,4,3,2091
Travel_Rarely,2,1,2,4,3,3,2092
Travel_Frequently,10,1,3,2,3,3,2093
Travel_Frequently,9,1,4,3,3,3,2094
Travel_Rarely,3,1,3,1,3,3,2095
Travel_Rarely,26,1,1,4,3,3,2096
Travel_Rarely,1,1,2,2,4,3,2097
Travel_Rarely,6,1,3,4,3,4,2098
Travel_Rarely,9,1,4,2,3,3,2099
Travel_Frequently,8,1,1,1,3,3,2100
Non-Travel,1,1,3,4,2,4,2101
Travel_Rarely,7,1,1,1,2,4,2102
Travel_Frequently,9,1,4,3,1,3,2103
Travel_Rarely,4,1,1,4,3,4,2104
Non-Travel,2,1,1,2,4,3,2105
Travel_Rarely,19,1,1,4,3,4,2106
Travel_Rarely,9,1,4,4,3,3,2107
Travel_Rarely,21,1,3,1,2,3,2108
Travel_Rarely,24,1,3,1,3,3,2109
Travel_Rarely,3,1,3,4,3,3,2110
Travel_Rarely,11,1,3,4,3,3,2111
Travel_Rarely,14,1,1,3,4,3,2112
Travel_Frequently,5,1,3,2,2,3,2113
Travel_Rarely,1,1,4,2,2,3,2114
Travel_Rarely,6,1,1,3,3,3,2115
Travel_Rarely,17,1,3,4,3,3,2116
Travel_Rarely,1,1,4,4,4,3,2117
Travel_Rarely,3,1,4,4,2,3,2118
Travel_Rarely,9,1,3,3,2,3,2119
Travel_Rarely,4,1,2,2,3,3,2120
Travel_Rarely,8,1,4,3,3,3,2121
Travel_Rarely,2,1,2,4,3,4,2122
Travel_Rarely,2,1,4,3,3,3,2123
Travel_Frequently,1,1,3,4,3,3,2124
Travel_Rarely,9,1,3,4,2,3,2125
Travel_Rarely,12,1,1,2,3,3,2126
Non-Travel,27,1,4,2,3,4,2127
Travel_Frequently,20,1,1,3,1,3,2128
Travel_Rarely,1,1,4,2,3,3,2129
Travel_Rarely,13,1,3,1,3,3,2130
Travel_Frequently,14,1,4,2,2,3,2131
Travel_Rarely,4,1,4,4,2,4,2132
Travel_Frequently,14,1,3,2,4,3,2133
Travel_Frequently,2,1,4,3,2,3,2134
Travel_Rarely,3,1,3,1,2,3,2135
Travel_Frequently,1,1,3,2,4,3,2136
Travel_Rarely,9,1,3,3,3,3,2137
Travel_Rarely,23,1,2,2,3,3,2138
Travel_Rarely,7,1,4,4,4,3,2139
Travel_Rarely,2,1,3,2,3,4,2140
Travel_Rarely,21,1,1,4,3,3,2141
Travel_Frequently,2,1,4,4,3,3,2142
Travel_Frequently,21,1,2,3,NA,3,2143
Non-Travel,2,1,3,3,3,3,2144
Travel_Rarely,29,1,2,3,3,3,2145
Travel_Rarely,1,1,4,1,2,3,2146
Travel_Rarely,18,1,4,2,2,4,2147
Travel_Rarely,10,1,3,4,4,3,2148
Travel_Frequently,19,1,NA,2,3,3,2149
Travel_Rarely,29,1,3,2,3,3,2150
Travel_Rarely,27,1,1,3,3,3,2151
Travel_Rarely,5,1,4,3,3,3,2152
Travel_Rarely,18,1,3,1,3,4,2153
Travel_Rarely,9,1,1,4,3,3,2154
Travel_Rarely,1,1,4,3,3,3,2155
Travel_Rarely,4,1,4,1,4,3,2156
Non-Travel,1,1,3,4,3,3,2157
Travel_Rarely,20,1,4,1,3,4,2158
Travel_Rarely,8,1,4,2,3,3,2159
Travel_Rarely,3,1,2,2,2,3,2160
Travel_Rarely,6,1,2,1,3,3,2161
Travel_Rarely,26,1,1,3,3,3,2162
Non-Travel,1,1,4,3,2,3,2163
Non-Travel,6,1,3,2,3,3,2164
Travel_Frequently,3,1,4,2,4,3,2165
Travel_Rarely,5,1,1,1,4,3,2166
Non-Travel,4,1,3,3,2,3,2167
Travel_Rarely,11,1,4,3,3,3,2168
Travel_Rarely,3,1,4,2,3,3,2169
Non-Travel,1,1,3,3,3,3,2170
Travel_Rarely,3,1,4,4,2,4,2171
Travel_Rarely,4,1,3,4,3,3,2172
Travel_Frequently,1,1,3,1,3,3,2173
Travel_Frequently,1,1,3,3,3,3,2174
Travel_Rarely,18,1,3,2,3,3,2175
Travel_Rarely,2,1,2,1,3,3,2176
Travel_Rarely,4,1,3,1,4,3,2177
Travel_Rarely,6,1,4,4,2,3,2178
Travel_Rarely,1,1,3,1,2,3,2179
Travel_Rarely,14,1,2,2,3,4,2180
Travel_Frequently,16,1,1,1,2,3,2181
Travel_Rarely,2,1,4,4,3,4,2182
Travel_Rarely,2,1,3,NA,3,3,2183
Travel_Rarely,4,1,4,2,2,3,2184
Non-Travel,1,1,4,4,4,4,2185
Travel_Rarely,1,1,4,4,3,3,2186
Travel_Frequently,26,1,4,4,3,3,2187
Travel_Rarely,19,1,1,3,2,3,2188
Travel_Rarely,24,1,4,2,3,3,2189
Non-Travel,1,1,1,3,3,3,2190
Travel_Rarely,3,1,2,3,3,3,2191
Travel_Rarely,5,1,2,3,3,3,2192
Travel_Frequently,2,1,3,4,4,3,2193
Travel_Frequently,1,1,4,3,2,3,2194
Travel_Frequently,7,1,4,3,3,3,2195
Travel_Rarely,10,1,3,4,4,4,2196
Travel_Rarely,2,1,3,1,3,3,2197
Travel_Rarely,15,1,4,3,2,3,2198
Travel_Rarely,17,1,1,4,4,3,2199
Travel_Frequently,20,1,2,2,3,3,2200
Travel_Frequently,1,1,4,4,2,3,2201
Travel_Rarely,2,1,3,3,3,3,2202
Travel_Frequently,2,1,2,4,4,3,2203
Travel_Rarely,1,1,3,2,2,3,2204
Non-Travel,29,1,3,3,3,3,2205
Travel_Rarely,7,1,1,3,2,3,2206
Travel_Frequently,2,1,4,3,2,3,2207
Travel_Rarely,2,1,1,3,1,3,2208
Travel_Rarely,2,1,4,4,3,3,2209
Travel_Rarely,2,1,4,3,3,3,2210
Travel_Rarely,2,1,1,4,3,4,2211
Travel_Rarely,23,1,3,1,3,3,2212
Travel_Rarely,5,1,3,1,1,3,2213
Travel_Rarely,20,1,1,3,3,3,2214
Travel_Frequently,6,1,3,4,3,3,2215
Travel_Rarely,1,1,1,4,2,3,2216
Travel_Rarely,29,1,3,1,3,4,2217
Travel_Rarely,9,1,2,1,2,3,2218
Travel_Frequently,6,1,1,1,3,3,2219
Travel_Frequently,3,1,3,4,3,3,2220
Travel_Rarely,1,1,4,4,2,3,2221
Travel_Rarely,22,1,4,1,3,3,2222
Travel_Rarely,7,1,2,4,4,3,2223
Travel_Rarely,1,1,1,2,3,3,2224
Travel_Frequently,4,1,2,3,3,3,2225
Travel_Rarely,3,1,4,1,3,3,2226
Travel_Rarely,1,1,1,2,NA,3,2227
Travel_Frequently,2,1,4,1,3,3,2228
Travel_Rarely,20,1,1,2,4,3,2229
Travel_Rarely,11,1,2,1,4,3,2230
Travel_Rarely,1,1,1,4,2,3,2231
Travel_Rarely,24,1,3,1,2,3,2232
Travel_Rarely,23,1,1,4,2,3,2233
Travel_Rarely,16,1,1,1,3,3,2234
Non-Travel,8,1,3,3,1,4,2235
Travel_Rarely,10,1,1,1,4,3,2236
Travel_Rarely,3,1,1,3,4,3,2237
Travel_Rarely,5,1,4,3,3,3,2238
Travel_Rarely,4,1,4,4,2,3,2239
Travel_Rarely,9,1,4,2,2,3,2240
Travel_Rarely,26,1,2,3,2,3,2241
Non-Travel,3,1,3,3,4,3,2242
Travel_Rarely,16,1,1,4,3,3,2243
Travel_Rarely,18,1,1,4,4,3,2244
Non-Travel,2,1,1,1,4,3,2245
Travel_Frequently,2,1,3,2,3,3,2246
Travel_Rarely,10,1,2,1,3,3,2247
Travel_Rarely,16,1,4,2,3,3,2248
Travel_Frequently,7,1,2,4,1,4,2249
Travel_Rarely,1,1,2,4,4,3,2250
Travel_Rarely,24,1,3,1,3,3,2251
Travel_Rarely,7,1,1,3,3,3,2252
Non-Travel,25,1,4,2,3,3,2253
Travel_Rarely,1,1,4,1,3,3,2254
Non-Travel,5,1,3,3,3,3,2255
Travel_Rarely,2,1,4,2,2,4,2256
Travel_Rarely,7,1,1,3,2,3,2257
Travel_Rarely,2,1,3,3,4,3,2258
Travel_Rarely,5,1,4,2,2,3,2259
Travel_Frequently,10,1,4,1,3,3,2260
Travel_Rarely,10,1,4,1,3,3,2261
Travel_Rarely,1,1,4,3,2,4,2262
Travel_Frequently,8,1,1,4,3,4,2263
Travel_Frequently,5,1,1,3,2,3,2264
Non-Travel,8,1,3,3,2,3,2265
Travel_Rarely,2,1,2,3,2,3,2266
Travel_Rarely,7,1,3,2,3,3,2267
Travel_Frequently,2,1,2,1,2,4,2268
Travel_Frequently,2,1,1,3,4,4,2269
Travel_Frequently,28,1,1,2,1,3,2270
Travel_Rarely,7,1,1,2,4,3,2271
Travel_Rarely,7,1,4,3,3,3,2272
Travel_Frequently,3,1,2,1,2,3,2273
Non-Travel,10,1,4,2,3,3,2274
Travel_Frequently,5,1,2,3,2,4,2275
Travel_Rarely,10,1,3,3,3,3,2276
Travel_Rarely,1,1,3,3,4,3,2277
Travel_Rarely,20,1,4,3,3,3,2278
Travel_Rarely,7,1,1,2,3,4,2279
Travel_Rarely,8,1,3,3,2,3,2280
Travel_Frequently,1,1,3,1,2,3,2281
Travel_Rarely,8,1,1,3,1,3,2282
Travel_Frequently,9,1,3,1,3,3,2283
Travel_Rarely,5,1,3,1,3,3,2284
Travel_Frequently,8,1,4,2,3,3,2285
Travel_Rarely,5,1,3,2,2,3,2286
Travel_Rarely,15,1,4,3,3,3,2287
Travel_Rarely,7,1,3,4,4,4,2288
Travel_Frequently,10,1,2,4,3,3,2289
Travel_Rarely,5,1,1,1,1,3,2290
Travel_Rarely,26,1,4,1,4,3,2291
Travel_Rarely,6,1,2,2,3,3,2292
Travel_Rarely,4,1,3,2,4,3,2293
Travel_Rarely,23,1,4,2,1,3,2294
Travel_Rarely,2,1,1,3,3,3,2295
Travel_Rarely,2,1,4,1,1,3,2296
Travel_Rarely,2,1,4,3,3,3,2297
Travel_Frequently,29,1,4,3,1,3,2298
Travel_Frequently,6,1,3,4,3,3,2299
Travel_Rarely,25,1,2,3,3,3,2300
Travel_Rarely,1,1,3,2,3,3,2301
Travel_Rarely,2,1,1,4,3,3,2302
Travel_Rarely,1,1,3,1,3,3,2303
Travel_Rarely,1,1,4,2,3,3,2304
Travel_Rarely,3,1,4,4,3,4,2305
Travel_Frequently,1,1,4,4,1,3,2306
Travel_Rarely,10,1,1,1,4,3,2307
Travel_Rarely,9,1,2,3,3,3,2308
Travel_Rarely,5,1,3,4,3,3,2309
Travel_Rarely,10,1,3,1,3,3,2310
Non-Travel,7,1,4,4,NA,3,2311
Travel_Rarely,4,1,1,2,3,4,2312
Travel_Rarely,10,1,2,3,3,3,2313
Travel_Rarely,22,1,4,2,3,4,2314
Travel_Rarely,9,1,3,4,2,3,2315
Travel_Rarely,12,1,3,3,3,3,2316
Travel_Rarely,23,1,3,3,2,3,2317
Travel_Rarely,9,1,1,1,1,4,2318
Travel_Rarely,1,1,2,1,3,3,2319
Travel_Frequently,9,1,3,3,3,3,2320
Travel_Rarely,7,1,4,1,3,3,2321
Travel_Rarely,14,1,3,2,3,3,2322
Travel_Rarely,2,1,1,1,3,3,2323
Travel_Rarely,19,1,3,4,3,4,2324
Travel_Rarely,2,1,3,2,3,3,2325
Non-Travel,10,1,4,1,2,3,2326
Travel_Rarely,2,1,3,1,2,3,2327
Travel_Rarely,3,1,1,4,1,3,2328
Travel_Rarely,11,1,3,4,3,3,2329
Travel_Rarely,2,1,2,4,2,3,2330
Travel_Rarely,4,1,1,4,3,3,2331
Travel_Rarely,14,1,3,2,3,4,2332
Travel_Rarely,2,1,2,2,4,3,2333
Travel_Rarely,1,1,2,3,3,3,2334
Travel_Rarely,10,1,2,1,3,3,2335
Travel_Rarely,12,1,1,3,3,3,2336
Travel_Rarely,2,1,4,3,3,3,2337
Travel_Frequently,5,1,1,4,4,4,2338
Travel_Rarely,4,1,3,3,3,3,2339
Travel_Rarely,7,1,4,3,3,3,2340
Travel_Frequently,21,1,1,1,3,3,2341
Travel_Rarely,8,1,4,4,3,3,2342
Travel_Rarely,4,1,2,3,2,3,2343
Travel_Frequently,25,1,4,3,2,3,2344
Travel_Rarely,1,1,4,1,3,3,2345
Travel_Rarely,1,1,4,2,3,4,2346
Travel_Rarely,6,1,3,4,2,3,2347
Travel_Rarely,12,1,4,1,1,3,2348
Travel_Rarely,1,1,3,2,3,3,2349
Non-Travel,17,1,2,3,2,3,2350
Travel_Frequently,3,1,2,3,3,4,2351
Travel_Rarely,3,1,2,4,3,3,2352
Travel_Rarely,10,1,2,4,2,4,2353
Travel_Rarely,4,1,2,2,2,3,2354
Travel_Rarely,29,1,3,1,3,3,2355
Non-Travel,2,1,1,1,3,3,2356
Travel_Frequently,7,1,4,1,3,4,2357
Travel_Rarely,18,1,3,3,3,3,2358
Travel_Frequently,28,1,3,4,3,3,2359
Travel_Rarely,1,1,3,1,2,3,2360
Travel_Rarely,6,1,2,1,3,3,2361
Travel_Rarely,2,1,4,1,3,3,2362
Travel_Rarely,2,1,2,1,3,4,2363
Travel_Rarely,23,1,2,1,2,3,2364
Travel_Rarely,3,1,3,4,3,3,2365
Travel_Frequently,3,1,2,4,4,3,2366
Travel_Rarely,25,1,4,3,3,3,2367
Travel_Rarely,2,1,3,3,3,3,2368
Travel_Rarely,22,1,1,3,3,3,2369
Non-Travel,29,1,3,3,3,3,2370
Travel_Rarely,29,1,3,3,2,3,2371
Travel_Frequently,2,1,1,3,1,3,2372
Travel_Rarely,28,1,4,4,3,3,2373
Travel_Rarely,2,1,4,3,4,3,2374
Travel_Rarely,2,1,4,1,3,3,2375
Travel_Rarely,22,1,2,2,1,3,2376
