EmployeeID,Age,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2819,51,Yes,Research & Development,3,Life Sciences,Female,1,Manager,Single,15690,2,Y,11,8,0,18,2,4,0,3
2820,39,No,Research & Development,3,Life Sciences,Female,1,Research Scientist,Married,196580,4,Y,13,8,1,17,3,15,5,9
2821,25,No,Sales,1,Medical,Female,3,Research Scientist,Married,30690,2,Y,14,8,1,6,3,2,2,2
2822,30,No,Research & Development,1,Medical,Male,2,Laboratory Technician,Married,104350,0,Y,11,8,0,12,5,11,4,7
2823,32,Yes,Research & Development,4,Life Sciences,Female,2,Research Director,Single,41480,7,Y,15,8,0,10,0,5,0,4
2824,45,No,Research & Development,1,Technical Degree,Female,2,Healthcare Representative,Single,57680,5,Y,23,8,1,9,4,6,0,3
2825,38,No,Research & Development,4,Life Sciences,Female,2,Research Director,Single,50420,3,Y,16,8,1,19,4,3,2,2
2826,30,No,Sales,3,Marketing,Female,2,Laboratory Technician,Single,57700,1,Y,16,8,1,5,2,5,0,4
2827,32,No,Sales,3,Marketing,Male,3,Laboratory Technician,Divorced,77560,0,Y,21,8,0,9,3,8,0,7
2828,30,No,Research & Development,3,Medical,Female,3,Sales Executive,Divorced,103060,5,Y,13,8,0,8,5,3,2,2
2829,30,No,Sales,3,Medical,Male,2,Research Scientist,Single,39360,0,Y,11,8,1,6,3,5,1,2
2830,41,No,Sales,2,Medical,Female,3,Manufacturing Director,Divorced,79450,4,Y,12,8,1,21,6,7,7,7
2831,41,No,Research & Development,4,Medical,Male,4,Research Scientist,Married,57430,2,Y,12,8,3,7,2,5,1,4
2832,19,No,Research & Development,3,Other,Female,5,Manufacturing Director,Single,152020,1,Y,18,8,3,1,2,1,0,0
2833,40,No,Research & Development,4,Medical,Male,2,Manufacturing Director,Divorced,54400,1,Y,12,8,1,20,2,20,2,13
2834,35,No,Sales,1,Marketing,Female,3,Laboratory Technician,Married,37600,1,Y,14,8,3,10,2,10,0,6
2835,53,No,Sales,2,Life Sciences,Female,5,Manufacturing Director,Married,35170,2,Y,12,8,1,13,1,7,4,5
2836,45,No,Sales,4,Technical Degree,Male,1,Research Scientist,Divorced,25800,8,Y,17,8,3,20,3,17,0,15
2837,32,No,Sales,2,Life Sciences,Female,1,Manufacturing Director,Single,21660,1,Y,19,8,1,9,4,9,3,7
2838,29,No,Research & Development,4,Technical Degree,Male,3,Healthcare Representative,Married,58690,1,Y,11,8,1,10,6,10,0,9
2839,51,No,Research & Development,3,Other,Female,3,Research Director,Married,80080,2,Y,15,8,1,10,4,1,0,0
2840,58,No,Sales,3,Marketing,Female,1,Research Scientist,Married,52060,4,Y,11,8,3,9,4,1,0,0
2841,40,No,Research & Development,2,Technical Degree,Male,4,Laboratory Technician,Married,52950,7,Y,18,8,0,15,4,12,2,11
2842,34,No,Administration,4,Marketing,Male,2,Manufacturing Director,Married,164130,6,Y,16,8,0,6,1,4,1,2
2843,22,No,Administration,3,Medical,Male,1,Laboratory Technician,Married,132690,1,Y,25,8,1,2,2,2,2,2
2844,27,No,Administration,3,Medical,Male,1,Healthcare Representative,Divorced,27830,6,Y,16,8,1,6,2,2,2,2
2845,28,No,Administration,4,Life Sciences,Male,2,Healthcare Representative,Married,54330,1,Y,13,8,1,5,4,5,0,2
2846,57,No,Administration,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20130,3,Y,14,8,1,12,5,5,1,4
2847,27,No,Administration,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660,1,Y,19,8,0,1,1,1,0,1
2848,50,No,Administration,3,Life Sciences,Female,2,Manufacturing Director,Single,43740,3,Y,15,8,1,21,5,5,4,4
2849,41,No,Administration,4,Marketing,Male,4,Laboratory Technician,Divorced,68420,4,Y,12,8,1,13,3,9,1,8
2850,30,No,Administration,4,Human Resources,Female,1,Manager,Married,174260,2,Y,12,8,1,12,0,10,7,4
2851,38,No,Administration,1,Medical,Male,2,Laboratory Technician,Single,176030,4,Y,16,8,0,12,0,8,0,7
2852,32,No,Administration,3,Medical,Female,1,Manufacturing Director,Single,45810,3,Y,14,8,1,8,3,5,1,4
2853,27,No,Administration,4,Medical,Male,2,Healthcare Representative,Married,47350,0,Y,13,8,0,6,2,5,1,1
2854,19,Yes,Administration,2,Life Sciences,Male,2,Healthcare Representative,Single,41870,0,Y,22,8,1,1,4,0,0,0
2855,36,No,Administration,3,Marketing,Female,2,Research Director,Single,55050,4,Y,21,8,2,13,3,8,7,2
2856,30,No,Administration,3,Medical,Female,1,Sales Executive,Divorced,54700,1,Y,18,8,1,12,2,12,6,10
2857,45,No,Administration,2,Medical,Male,2,Sales Executive,Divorced,54760,4,Y,13,8,1,9,3,5,0,3
2858,56,No,Administration,3,Life Sciences,Male,4,Manager,Divorced,25870,4,Y,12,8,0,19,2,2,2,2
2859,33,No,Administration,2,Medical,Male,1,Sales Executive,Single,24400,0,Y,18,8,3,4,4,3,0,2
2860,19,Yes,Administration,2,Life Sciences,Male,2,Sales Executive,Single,159720,1,Y,21,8,0,1,2,1,1,0
2861,46,No,Administration,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790,1,Y,12,8,0,24,1,24,15,7
2862,38,No,Administration,4,Life Sciences,Male,1,Manufacturing Director,Single,70820,1,Y,14,8,0,2,3,2,2,1
2863,31,No,Administration,5,Life Sciences,Male,2,Sales Representative,Married,27280,8,Y,11,8,0,7,3,4,0,2
2864,34,No,Administration,3,Marketing,Female,2,Manager,Single,53680,2,Y,14,8,1,9,2,3,1,2
2865,41,Yes,Administration,4,Life Sciences,Male,5,Laboratory Technician,Single,53470,1,Y,24,8,1,4,1,4,0,2
2866,50,No,Administration,4,Marketing,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2
2867,53,No,Administration,2,Life Sciences,Male,1,Manager,Divorced,39890,1,Y,13,8,0,5,2,4,1,3
2868,33,No,Administration,3,Life Sciences,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6
2869,40,No,Administration,3,Life Sciences,Female,2,Sales Executive,Married,70050,1,Y,20,8,2,21,2,20,9,9
2870,55,No,Administration,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8,Y,17,8,0,36,0,24,2,15
2871,34,No,Administration,4,Other,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9
2872,51,No,Administration,2,Human Resources,Male,2,Sales Representative,Single,25700,3,Y,18,8,0,21,2,7,1,0
2873,52,No,Administration,4,Medical,Female,2,Sales Representative,Married,35370,0,Y,11,8,1,34,3,33,11,9
2874,27,No,Administration,3,Marketing,Male,1,Research Scientist,Single,39860,1,Y,12,8,2,7,3,7,0,3
2875,35,Yes,Administration,4,Life Sciences,Female,2,Research Director,Married,108830,3,Y,12,8,0,8,3,1,0,1
2876,43,No,Administration,2,Medical,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2
2877,45,No,Administration,2,Medical,Female,1,Sales Executive,Married,95250,9,Y,19,8,0,22,3,20,11,8
2878,37,No,Administration,3,Life Sciences,Female,1,Research Scientist,Married,29290,1,Y,12,8,0,8,2,8,1,7
2879,35,No,Administration,3,Other,Male,2,Research Director,Single,22750,5,Y,13,8,0,10,2,6,1,2
2880,42,No,Administration,1,Technical Degree,Male,2,Sales Executive,Divorced,78790,2,Y,11,8,1,11,2,5,0,2
2881,38,No,Administration,2,Marketing,Male,5,Research Scientist,Married,49300,9,Y,14,8,0,14,0,1,0,0
2882,38,No,Administration,1,Human Resources,Female,1,Manufacturing Director,Married,78470,3,Y,14,8,1,9,3,7,1,7
2883,27,No,Administration,4,Medical,Male,1,Manager,Married,44010,5,Y,13,8,0,6,4,2,2,0
2884,49,No,Administration,1,Other,Female,2,Sales Executive,Divorced,92410,1,Y,19,8,1,7,5,7,1,7
2885,34,No,Administration,2,Medical,Male,4,Sales Representative,Divorced,29740,1,Y,23,8,0,5,2,5,2,0
2886,40,No,Administration,3,Medical,Female,1,Laboratory Technician,Married,45020,8,Y,12,8,2,15,0,7,3,7
2887,38,Yes,Administration,4,Life Sciences,Female,3,Research Scientist,Married,107480,7,Y,15,8,0,17,3,1,0,0
2888,29,Yes,Administration,2,Life Sciences,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9
2889,22,No,Administration,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360,1,Y,11,8,2,4,3,4,2,2
2890,36,No,Administration,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1,Y,17,8,0,8,3,8,1,7
2891,40,No,Administration,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,9,Y,22,8,0,5,2,3,0,2
2892,46,No,Administration,1,Medical,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3
2893,32,Yes,Administration,3,Medical,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8
2894,30,No,Administration,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1,Y,12,8,1,12,2,11,5,8
2895,27,No,Administration,2,Medical,Female,1,Laboratory Technician,Single,65160,1,Y,19,8,1,7,4,7,0,7
2896,51,No,Administration,1,Medical,Female,1,Manufacturing Director,Married,39070,5,Y,13,8,0,16,2,10,4,7
2897,30,Yes,Administration,4,Life Sciences,Female,2,Research Scientist,Single,55620,5,Y,13,8,0,8,3,5,0,4
2898,41,No,Administration,3,Life Sciences,Male,2,Human Resources,Single,68830,3,Y,19,8,2,16,3,1,0,0
2899,30,Yes,Administration,2,Medical,Male,2,Healthcare Representative,Single,28620,5,Y,14,8,0,9,2,6,0,1
2900,29,Yes,Administration,3,Life Sciences,Male,1,Sales Executive,Single,49780,0,Y,13,8,0,7,3,6,1,5
2901,45,No,Administration,3,Medical,Female,2,Research Scientist,Single,103680,6,Y,12,8,2,23,2,19,12,8
2902,54,No,Administration,2,Marketing,Female,2,Laboratory Technician,Married,61340,2,Y,19,8,0,16,2,6,0,5
2903,36,No,Administration,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8,Y,25,8,2,16,3,13,3,7
2904,33,No,Administration,1,Other,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1
2905,37,No,Administration,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1,Y,15,8,1,10,5,10,0,7
2906,38,No,Administration,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0,Y,12,8,0,17,4,16,5,13
2907,31,No,Administration,1,Medical,Female,3,Research Scientist,Married,96100,0,Y,11,8,1,6,2,5,1,4
2908,59,No,Administration,3,Life Sciences,Female,3,Manager,Married,198330,3,Y,13,8,0,7,2,1,0,0
2909,37,No,Administration,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4,Y,19,8,0,13,2,9,5,8
2910,29,No,Administration,4,Medical,Female,1,Sales Executive,Married,49680,1,Y,19,8,3,11,4,11,4,1
2911,35,No,Administration,3,Life Sciences,Female,1,Sales Executive,Single,21450,1,Y,13,8,0,10,6,10,0,8
2912,29,Yes,Administration,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,Y,21,8,0,4,2,4,0,1
2913,52,No,Administration,2,Medical,Female,4,Manager,Single,83460,7,Y,14,8,0,6,5,2,2,2
2914,42,No,Administration,4,Life Sciences,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15
2915,59,No,Administration,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8,Y,11,8,0,7,3,2,2,2
2916,50,No,Administration,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3,Y,23,8,1,32,2,7,0,6
2917,33,Yes,Administration,4,Marketing,Male,1,Research Scientist,Married,71400,5,Y,21,8,0,8,2,5,0,4
2918,43,No,Administration,3,Marketing,Female,2,Manufacturing Director,Married,29320,5,Y,24,8,0,22,3,17,1,9
2919,33,Yes,Administration,3,Life Sciences,Male,2,Manager,Married,51470,7,Y,11,8,0,13,2,9,1,7
2920,52,No,Administration,3,Technical Degree,Male,1,Sales Executive,Single,45070,1,Y,14,8,0,33,3,33,15,12
2921,32,No,Administration,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2,Y,16,8,1,6,2,4,1,2
2922,32,Yes,Administration,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,Y,11,8,0,4,2,3,1,2
2923,39,No,Administration,4,Life Sciences,Male,2,Research Director,Divorced,81610,7,Y,12,8,1,7,2,3,1,2
2924,32,No,Administration,4,Marketing,Male,4,Research Scientist,Married,21090,0,Y,13,8,1,4,3,3,2,2
2925,41,No,Administration,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2,Y,15,8,0,17,3,1,0,0
2926,40,No,Administration,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1,Y,14,8,1,9,4,9,4,7
2927,45,No,Administration,1,Life Sciences,Female,2,Sales Representative,Married,58110,0,Y,14,8,0,25,4,24,1,7
2928,31,No,Administration,4,Medical,Male,1,Research Scientist,Divorced,24370,9,Y,14,8,1,9,3,2,2,2
2929,33,No,Administration,4,Life Sciences,Female,1,Sales Executive,Married,27660,1,Y,12,8,1,2,2,2,0,2
2930,34,No,Administration,3,Other,Female,1,Sales Executive,Married,190380,6,Y,13,8,0,13,3,11,5,9
2931,37,No,Administration,5,Medical,Female,2,Manufacturing Director,Married,30550,2,Y,14,8,3,17,3,3,0,2
2932,45,No,Administration,1,Marketing,Male,3,Research Scientist,Married,22890,4,Y,13,8,0,9,3,3,0,2
2933,37,Yes,Administration,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6,Y,11,8,1,17,2,1,0,0
2934,39,No,Administration,3,Medical,Female,1,Manufacturing Director,Single,129650,0,Y,19,8,1,20,2,19,11,8
2935,29,No,Administration,3,Other,Female,2,Human Resources,Single,35390,1,Y,18,8,0,6,2,6,1,5
2936,42,No,Administration,4,Medical,Female,1,Research Scientist,Single,60290,3,Y,17,8,1,10,5,3,0,2
2937,29,No,Administration,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2,Y,15,8,0,10,2,3,0,2
2938,25,No,Administration,2,Life Sciences,Male,2,Sales Executive,Married,37020,0,Y,20,8,0,5,4,4,1,2
2939,42,No,Administration,2,Medical,Male,1,Laboratory Technician,Divorced,23980,0,Y,14,8,1,10,2,9,7,8
2940,40,No,Administration,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0,Y,12,8,0,22,6,21,3,9
2941,51,No,Administration,2,Life Sciences,Female,1,Healthcare Representative,Married,131160,1,Y,11,8,0,1,6,1,0,0
2942,31,Yes,Administration,1,Life Sciences,Female,1,Research Scientist,Single,41890,0,Y,23,8,1,6,3,5,1,4
2943,32,No,Administration,4,Other,Male,4,Sales Executive,Married,193280,1,Y,15,8,3,5,2,5,0,3
2944,38,No,Administration,5,Life Sciences,Male,3,Human Resources,Married,83210,3,Y,11,8,3,13,5,8,7,5
2945,32,No,Administration,1,Medical,Male,1,Sales Executive,Single,23420,4,Y,12,8,2,9,2,6,0,4
2946,46,No,Administration,3,Life Sciences,Female,4,Research Director,Married,40710,3,Y,13,8,0,28,5,7,7,7
2947,28,Yes,Administration,2,Medical,Male,2,Sales Executive,Single,58130,2,Y,20,8,1,5,2,0,0,0
2948,29,No,Administration,3,Life Sciences,Male,2,Sales Executive,Married,31430,2,Y,22,8,3,10,2,0,0,0
2949,31,No,Administration,3,Life Sciences,Male,3,Laboratory Technician,Married,20440,0,Y,21,8,0,10,2,9,7,8
2950,25,No,Administration,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1,Y,13,8,1,6,2,6,1,5
2951,45,No,Administration,2,Medical,Male,2,Laboratory Technician,Married,79910,0,Y,13,8,2,21,2,20,4,10
2952,36,No,Administration,1,Life Sciences,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11
2953,55,No,Administration,4,Life Sciences,Female,1,Sales Executive,Single,55380,0,Y,17,8,0,37,2,36,4,13
2954,47,Yes,Administration,1,Medical,Male,1,Research Scientist,Married,57620,1,Y,11,8,2,10,4,10,9,9
2955,28,No,Administration,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1,Y,14,8,0,5,2,5,0,4
2956,37,No,Administration,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4,Y,11,8,0,7,2,5,0,1
2957,21,No,Administration,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1,Y,12,8,3,3,3,3,1,0
2958,37,No,Administration,3,Medical,Male,2,Sales Executive,Divorced,41270,2,Y,13,8,1,15,2,5,0,2
2959,35,No,Administration,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7,Y,16,8,0,10,5,7,6,2
2960,38,No,Administration,3,Life Sciences,Female,1,Manager,Divorced,68700,1,Y,11,8,1,8,5,8,7,7
2961,26,No,Administration,4,Other,Male,2,Laboratory Technician,Divorced,104470,1,Y,18,8,0,6,3,6,1,4
2962,50,No,Administration,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3,Y,23,8,0,28,2,10,1,6
2963,53,No,Administration,4,Life Sciences,Female,2,Research Scientist,Married,21480,3,Y,11,8,0,21,2,5,1,3
2964,42,No,Administration,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1,Y,14,8,0,20,4,20,11,6
2965,29,No,Administration,4,Medical,Male,1,Laboratory Technician,Single,65130,1,Y,11,8,1,10,2,10,0,9
2966,55,No,Administration,4,Other,Female,1,Research Scientist,Married,67990,3,Y,11,8,0,12,2,10,0,8
2967,26,No,Administration,3,Life Sciences,Female,1,Manager,Married,162910,1,Y,22,8,0,5,3,5,3,3
2968,37,No,Administration,1,Marketing,Male,1,Research Scientist,Single,27050,1,Y,11,8,0,17,2,17,5,7
2969,44,Yes,Administration,2,Medical,Male,2,Research Scientist,Divorced,103330,3,Y,14,8,1,19,2,1,0,0
2970,38,No,Administration,3,Marketing,Female,1,Manager,Divorced,44480,9,Y,12,8,0,10,3,2,1,2
2971,26,Yes,Administration,3,Medical,Male,3,Research Scientist,Divorced,68540,2,Y,11,8,0,5,5,3,0,2
2972,28,No,Research & Development,3,Other,Male,1,Human Resources,Single,96370,1,Y,13,8,0,5,6,5,0,2
2973,49,No,Research & Development,1,Medical,Female,2,Research Scientist,Single,35910,9,Y,13,8,0,22,2,3,1,2
2974,36,No,Sales,3,Technical Degree,Male,3,Sales Executive,Single,54050,4,Y,14,8,0,10,2,8,7,7
2975,31,No,Research & Development,4,Medical,Male,1,Sales Executive,Divorced,46840,1,Y,16,8,1,2,4,2,2,2
2976,26,Yes,Research & Development,3,Medical,Male,2,Manager,Single,157870,1,Y,12,8,2,8,5,8,7,4
2977,37,No,Sales,1,Marketing,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2
2978,42,No,Sales,2,Marketing,Male,3,Research Director,Married,29560,5,Y,13,8,0,23,2,20,4,8
2979,18,Yes,Research & Development,4,Life Sciences,Male,1,Sales Executive,Single,23350,1,Y,14,8,2,0,3,0,0,0
2980,35,No,Sales,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0,Y,19,8,0,12,2,11,6,9
2981,36,No,Research & Development,3,Other,Female,3,Sales Executive,Married,69620,4,Y,12,8,2,4,2,1,0,0
2982,51,No,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5,Y,13,8,0,13,2,4,1,2
2983,41,No,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1,Y,12,8,0,22,6,22,0,4
2984,18,No,Sales,3,Life Sciences,Male,1,Research Scientist,Single,38120,1,Y,15,8,0,0,3,0,0,0
2985,28,No,Research & Development,3,Medical,Male,1,Sales Representative,Single,46480,0,Y,23,8,2,9,2,8,0,7
2986,31,No,Research & Development,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4,Y,12,8,1,10,2,8,7,7
2987,39,No,Sales,4,Marketing,Female,2,Human Resources,Divorced,21050,0,Y,20,8,0,19,3,18,3,7
2988,36,No,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,85780,7,Y,21,8,0,11,4,9,0,8
2989,32,No,Sales,3,Marketing,Male,2,Laboratory Technician,Married,27060,1,Y,21,8,1,13,4,13,4,8
2990,38,No,Research & Development,2,Life Sciences,Female,3,Research Scientist,Married,63840,3,Y,19,8,2,19,4,10,0,1
2991,58,No,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2,Y,13,8,2,12,3,5,1,2
2992,31,No,Research & Development,1,Technical Degree,Female,3,Research Scientist,Married,99070,0,Y,13,8,1,6,3,5,0,3
2993,31,No,Sales,4,Marketing,Male,2,Sales Executive,Married,132250,3,Y,21,8,1,9,2,2,1,0
2994,45,No,Research & Development,1,Medical,Female,1,Sales Executive,Divorced,35400,1,Y,13,8,0,24,6,24,9,11
2995,31,No,Sales,4,Marketing,Female,2,Research Scientist,Divorced,28040,0,Y,19,8,2,3,0,2,2,2
2996,33,No,Research & Development,3,Life Sciences,Male,4,Research Director,Married,193920,6,Y,12,8,1,12,3,10,8,8
2997,39,No,Sales,4,Life Sciences,Male,1,Sales Executive,Married,196650,1,Y,22,8,1,21,6,21,11,10
2998,43,No,Research & Development,4,Medical,Male,4,Research Scientist,Single,24390,0,Y,15,8,0,9,2,8,1,7
2999,49,No,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7,Y,22,8,0,25,2,7,0,7
3000,52,Yes,Research & Development,1,Life Sciences,Female,2,Research Scientist,Married,47740,2,Y,18,8,1,11,2,8,7,7
3001,27,No,Research & Development,4,Medical,Male,3,Research Scientist,Single,39020,1,Y,22,8,0,4,2,4,1,2
3002,32,No,Research & Development,3,Life Sciences,Male,3,Research Scientist,Married,26620,1,Y,11,8,1,13,6,13,11,9
3003,27,No,Research & Development,2,Medical,Female,4,Research Director,Single,28560,1,Y,12,8,2,5,5,5,0,4
3004,31,No,Sales,3,Life Sciences,Male,2,Healthcare Representative,Divorced,10810,4,Y,11,8,3,13,4,7,1,7
3005,32,No,Research & Development,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7,Y,13,8,0,10,2,7,0,7
3006,28,Yes,Research & Development,4,Medical,Male,1,Sales Executive,Married,56730,5,Y,14,8,1,5,4,3,2,2
3007,30,No,Research & Development,3,Life Sciences,Female,4,Research Director,Married,41970,1,Y,13,8,0,11,3,10,1,9
3008,31,No,Research & Development,1,Life Sciences,Female,1,Manager,Married,97130,1,Y,17,8,0,10,5,10,8,9
3009,39,No,Research & Development,4,Medical,Female,1,Research Scientist,Married,20620,1,Y,13,8,0,21,4,21,13,3
3010,39,Yes,Research & Development,1,Medical,Female,1,Laboratory Technician,Married,42840,4,Y,17,8,1,12,0,1,0,0
3011,33,No,Sales,2,Life Sciences,Male,4,Research Scientist,Single,47880,3,Y,11,8,1,9,0,7,0,1
3012,47,No,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Married,59060,4,Y,23,8,0,21,4,3,1,1
3013,43,No,Research & Development,3,Medical,Female,5,Research Director,Divorced,38860,1,Y,17,8,2,9,2,9,0,0
3014,27,No,Research & Development,3,Life Sciences,Male,1,Research Director,Married,168230,0,Y,17,8,0,6,3,5,1,4
3015,54,No,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,29330,3,Y,12,8,2,20,2,4,0,3
3016,43,No,Research & Development,2,Life Sciences,Female,2,Manager,Married,65000,8,Y,23,8,0,10,3,1,0,0
3017,45,No,Sales,1,Marketing,Female,1,Sales Executive,Married,171740,9,Y,14,8,1,12,6,10,9,8
3018,40,No,Research & Development,4,Other,Male,4,Research Scientist,Married,50330,2,Y,14,8,2,6,6,4,0,2
3019,29,Yes,Research & Development,3,Medical,Female,1,Research Scientist,Married,23070,1,Y,13,8,1,7,0,7,0,7
3020,29,No,Human Resources,3,Medical,Male,3,Sales Representative,Single,25870,0,Y,22,8,2,4,3,3,2,2
3021,30,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1,Y,12,8,2,10,2,10,1,2
3022,27,No,Research & Development,2,Medical,Male,1,Manager,Married,43930,1,Y,18,8,1,8,2,8,0,7
3023,37,No,Sales,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7,Y,14,8,0,8,4,6,0,4
3024,38,No,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0,Y,12,8,0,12,1,11,2,9
3025,31,No,Research & Development,3,Medical,Female,3,Manager,Single,81030,1,Y,15,8,1,11,5,11,4,10
3026,29,No,Research & Development,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1,Y,11,8,0,7,0,7,1,7
3027,35,No,Sales,2,Technical Degree,Male,3,Manager,Single,25440,0,Y,13,8,1,17,3,16,0,13
3028,23,No,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1,Y,23,8,0,4,2,4,0,2
3029,41,No,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6,Y,19,8,2,8,0,5,1,2
3030,47,No,Sales,3,Medical,Female,2,Laboratory Technician,Single,68340,3,Y,16,8,1,5,2,0,0,0
3031,42,No,Research & Development,4,Life Sciences,Male,1,Manager,Single,10910,2,Y,22,8,0,16,0,1,0,0
3032,29,No,Sales,4,Marketing,Male,2,Human Resources,Married,57360,1,Y,22,8,0,4,1,4,0,2
3033,42,No,Sales,4,Medical,Male,3,Research Scientist,Divorced,22260,0,Y,12,8,1,4,3,3,1,0
3034,32,No,Research & Development,3,Medical,Male,2,Research Scientist,Married,57470,1,Y,13,8,0,8,0,8,0,7
3035,48,No,Sales,4,Medical,Male,4,Sales Executive,Married,98540,3,Y,16,8,1,15,2,0,0,0
3036,37,No,Research & Development,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670,4,Y,12,8,0,13,2,7,6,7
3037,30,No,Sales,4,Other,Male,1,Healthcare Representative,Married,53800,7,Y,21,8,1,4,0,2,2,2
3038,26,No,Sales,3,Medical,Female,5,Laboratory Technician,Married,51510,1,Y,15,8,3,8,3,8,7,7
3039,42,No,Sales,2,Medical,Female,1,Laboratory Technician,Single,21330,3,Y,13,8,2,14,2,1,0,0
3040,21,Yes,Research & Development,3,Medical,Female,4,Manufacturing Director,Single,178750,1,Y,12,8,0,3,5,3,1,2
3041,36,No,Human Resources,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4,Y,22,8,0,7,4,1,0,0
3042,36,No,Research & Development,3,Life Sciences,Female,2,Research Scientist,Married,47710,4,Y,13,8,1,16,2,13,1,12
3043,57,No,Research & Development,4,Life Sciences,Male,5,Research Scientist,Married,191610,2,Y,18,8,0,15,2,3,1,2
3044,40,No,Research & Development,3,Other,Male,2,Sales Executive,Married,50870,3,Y,14,8,1,10,3,7,1,7
3045,21,No,Research & Development,5,Life Sciences,Female,2,Manager,Single,28630,1,Y,14,8,0,3,2,3,2,2
3046,33,Yes,Human Resources,2,Human Resources,Female,5,Manager,Single,55610,1,Y,21,8,1,1,3,1,0,0
3047,37,No,Research & Development,3,Life Sciences,Male,4,Research Scientist,Married,21440,6,Y,19,8,0,17,3,5,0,3
3048,46,No,Sales,4,Marketing,Female,2,Laboratory Technician,Married,30650,2,Y,11,8,0,7,3,1,0,0
3049,41,Yes,Research & Development,1,Medical,Female,1,Research Scientist,Single,28100,1,Y,11,8,0,8,3,8,7,7
3050,50,No,Research & Development,3,Medical,Female,3,Laboratory Technician,Single,98880,6,Y,15,8,0,20,2,4,1,3
3051,40,Yes,Research & Development,3,Medical,Female,1,Healthcare Representative,Married,86280,2,Y,20,8,0,8,2,6,1,0
